"entrez" "genename" "PubMed" "scaledconnectivity"
"2498" 6385 "SDC4" 128 0.0335269266431239
"2499" 6386 "SDCBP" 109 0.133145959185804
"2500" 6387 "CXCL12" 1047 0.051556420580249
"2501" 6388 "SDF2" 15 0.26991836650681
"2502" 6389 "SDHA" 90 0.0945084634798417
"2503" 6390 "SDHB" 169 0.243466593005351
"2504" 6391 "SDHC" 67 0.280767724230584
"2505" 6392 "SDHD" 130 0.154213983533237
"2506" 6396 "SEC13" 57 0.2392316974232
"2507" 6397 "SEC14L1" 23 0.0115210955802408
"2508" 6399 "TRAPPC2" 51 0.042517800020506
"2509" 6400 "SEL1L" 75 0.110374204054267
"2510" 6402 "SELL" 194 0.0249797426777206
"2511" 6404 "SELPLG" 175 0.0788213817400463
"2512" 6414 "SEPP1" 85 0.0552069057954532
"2513" 6415 "SEPW1" 21 0.169601865462764
"2514" 6416 "MAP2K4" 165 0.75517537563353
"2515" 6418 "SET" 172 0.0305771048686746
"2516" 6421 "SFPQ" 155 0.045086029460988
"2517" 6422 "SFRP1" 159 0.0110417206284332
"2518" 6423 "SFRP2" 82 0.030556358818348
"2519" 6424 "SFRP4" 65 0.0651474884350968
"2520" 6426 "SFRS1" 253 0.0602826859469167
"2521" 6427 "SFRS2" 167 0.124901372756648
"2522" 6428 "SFRS3" 110 0.146988586088963
"2523" 6429 "SFRS4" 55 0.0596817728693562
"2524" 6430 "SFRS5" 70 0.0537711365516186
"2525" 6431 "SFRS6" 85 0.0322625154566652
"2526" 6432 "SFRS7" 82 0.162756693473178
"2527" 6433 "SFRS8" 15 0.0819699949108181
"2528" 6434 "TRA2B" 91 0.119757573797656
"2529" 6443 "SGCB" 33 0.00202928574072228
"2530" 6444 "SGCD" 48 0.0754005227438857
"2531" 6446 "SGK1" 212 0.00638341724912024
"2532" 6447 "SCG5" 36 0.24736360448914
"2533" 6448 "SGSH" 34 0.10780593009239
"2534" 6449 "SGTA" 83 0.0795407744131339
"2535" 6450 "SH3BGR" 12 0.109942852136767
"2536" 6451 "SH3BGRL" 21 0.0983198782851535
"2537" 6452 "SH3BP2" 58 0.0937030780381366
"2538" 6453 "ITSN1" 78 0.0803650818001512
"2539" 6455 "SH3GL1" 49 0.0749946588814146
"2540" 6456 "SH3GL2" 85 0.441025561206747
"2541" 6457 "SH3GL3" 40 0.253191705038938
"2542" 6461 "SHB" 32 0.0104069316443858
"2543" 6464 "SHC1" 441 0.118850085250409
"2544" 6468 "FBXW4" 25 0.0749967187122164
"2545" 6470 "SHMT1" 126 0.135775046140263
"2546" 6472 "SHMT2" 63 0.0606110181273132
"2547" 6477 "SIAH1" 124 0.0437856651385505
"2548" 6478 "SIAH2" 84 0.106159083603374
"2549" 6480 "ST6GAL1" 76 0.0891154453166216
"2550" 6482 "ST3GAL1" 38 0.0390467818818035
"2551" 6483 "ST3GAL2" 16 0.0236136169806455
"2552" 6484 "ST3GAL4" 44 0.0710369936217021
"2553" 6487 "ST3GAL3" 25 0.103290161008922
"2554" 6489 "ST8SIA1" 39 0.0667285704525155
"2555" 6494 "SIPA1" 39 0.159160872636831
"2556" 6495 "SIX1" 92 0.0155259003405091
"2557" 6497 "SKI" 114 0.0388969780160809
"2558" 6498 "SKIL" 85 0.089554063208767
"2559" 6499 "SKIV2L" 48 0.0304701782345627
"2560" 6500 "SKP1" 323 0.134188369477388
"2561" 6503 "SLA" 36 0.15710793229215
"2562" 6505 "SLC1A1" 90 0.0934121919286177
"2563" 6506 "SLC1A2" 128 0.246259705907612
"2564" 6507 "SLC1A3" 84 0.0180106969850345
"2565" 6508 "SLC4A3" 20 0.119512646864051
"2566" 6509 "SLC1A4" 40 0.0765304189337973
"2567" 6510 "SLC1A5" 73 0.113553621075587
"2568" 6511 "SLC1A6" 17 0.262202624386055
"2569" 6513 "SLC2A1" 428 0.0376553303886002
"2570" 6515 "SLC2A3" 83 0.0604784507636697
"2571" 6518 "SLC2A5" 35 0.151068469038862
"2572" 6520 "SLC3A2" 150 0.0628982597776842
"2573" 6522 "SLC4A2" 54 0.0633314875067051
"2574" 6525 "SMTN" 39 0.0277140094322316
"2575" 6526 "SLC5A3" 22 0.0147703112851922
"2576" 6529 "SLC6A1" 56 0.181410438407592
"2577" 6533 "SLC6A6" 48 0.0616032488351194
"2578" 6535 "SLC6A8" 59 0.00691450112040795
"2579" 6536 "SLC6A9" 31 0.0267100384944692
"2580" 6538 "SLC6A11" 17 0.00548471068175026
"2581" 6541 "SLC7A1" 45 0.12437391726936
"2582" 6542 "SLC7A2" 23 0.0125682585471409
"2583" 6543 "SLC8A2" 13 0.830294484166284
"2584" 6546 "SLC8A1" 96 0.0794964352201815
"2585" 6547 "SLC8A3" 31 0.117780779317972
"2586" 6548 "SLC9A1" 185 0.0814520786794162
"2587" 6556 "SLC11A1" 161 0.118708790200063
"2588" 6558 "SLC12A2" 77 0.102727299372496
"2589" 6560 "SLC12A4" 33 0.0475433886843756
"2590" 6563 "SLC14A1" 56 0.0115410339930912
"2591" 6565 "SLC15A2" 41 0.0461865109458328
"2592" 6566 "SLC16A1" 119 0.0965852182656156
"2593" 6567 "SLC16A2" 60 0.0206150847030538
"2594" 6574 "SLC20A1" 41 0.0618766415341223
"2595" 6575 "SLC20A2" 39 0.0182389266495316
"2596" 6576 "SLC25A1" 54 0.0404447007132641
"2597" 6578 "SLCO2A1" 31 0.015213497991088
"2598" 6579 "SLCO1A2" 48 0.0857620328804957
"2599" 6584 "SLC22A5" 149 0.00445558208888479
"2600" 6585 "SLIT1" 22 0.114268682730268
"2601" 6594 "SMARCA1" 41 0.0223051510505941
"2602" 6595 "SMARCA2" 164 0.201722696777118
"2603" 6596 "HLTF" 67 0.0957173399231345
"2604" 6597 "SMARCA4" 356 0.0631727707014884
"2605" 6598 "SMARCB1" 288 0.0523660386072203
"2606" 6599 "SMARCC1" 123 0.0716197396775303
"2607" 6601 "SMARCC2" 98 0.239613909651309
"2608" 6602 "SMARCD1" 59 0.0465436739924504
"2609" 6603 "SMARCD2" 30 0.0470092089499806
"2610" 6604 "SMARCD3" 28 0.0926981708136926
"2611" 6605 "SMARCE1" 91 0.123349153406747
"2612" 6607 "SMN2" 192 0.0853283765410235
"2613" 6608 "SMO" 95 0.0230208215957265
"2614" 6609 "SMPD1" 122 0.0877565711184258
"2615" 6611 "SMS" 35 0.116730477166045
"2616" 6612 "SUMO3" 113 0.169540878153384
"2617" 6613 "SUMO2" 178 0.118450086026228
"2618" 6614 "SIGLEC1" 36 0.0662109413099256
"2619" 6616 "SNAP25" 188 0.951820947157083
"2620" 6618 "SNAPC2" 19 0.212893515111247
"2621" 6619 "SNAPC3" 16 0.0626890055003043
"2622" 6620 "SNCB" 55 0.79631200668034
"2623" 6621 "SNAPC4" 26 0.0944641378208229
"2624" 6622 "SNCA" 1300 0.761583000993671
"2625" 6623 "SNCG" 97 0.549583040258466
"2626" 6624 "FSCN1" 156 0.0658802514872134
"2627" 6625 "SNRNP70" 120 0.054868127288695
"2628" 6626 "SNRPA" 72 0.135511160142378
"2629" 6628 "SNRPB" 111 0.250794556799697
"2630" 6629 "SNRPB2" 49 0.212030252446578
"2631" 6631 "SNRPC" 41 0.392288427916202
"2632" 6632 "SNRPD1" 86 0.158041425304852
"2633" 6633 "SNRPD2" 85 0.523292224496459
"2634" 6634 "SNRPD3" 92 0.0786201111815874
"2635" 6635 "SNRPE" 71 0.00308194739996239
"2636" 6636 "SNRPF" 61 0.185868907317059
"2637" 6637 "SNRPG" 48 0.429439931455207
"2638" 6638 "SNRPN" 80 0.298772522091649
"2639" 6640 "SNTA1" 57 0.021512581368379
"2640" 6641 "SNTB1" 33 0.0456142516505994
"2641" 6642 "SNX1" 60 0.0277082638635658
"2642" 6643 "SNX2" 46 0.0884334914390903
"2643" 6645 "SNTB2" 44 0.0453403431611551
"2644" 6646 "SOAT1" 54 0.20616237699433
"2645" 6647 "SOD1" 923 0.0878977288459536
"2646" 6648 "SOD2" 790 0.105414643326802
"2647" 6650 "SOLH" 10 0.0389204130569082
"2648" 6651 "SON" 60 0.252766497989959
"2649" 6652 "SORD" 44 0.0222419557107495
"2650" 6653 "SORL1" 135 0.0724730062881861
"2651" 6654 "SOS1" 202 0.242796339296583
"2652" 6655 "SOS2" 45 0.211529448550113
"2653" 6656 "SOX1" 30 0.0307421889558243
"2654" 6657 "SOX2" 368 0.0803247153430563
"2655" 6658 "SOX3" 41 0.00678908866144212
"2656" 6659 "SOX4" 99 0.0585363483384501
"2657" 6660 "SOX5" 61 0.0654614920790635
"2658" 6662 "SOX9" 257 0.0470575715405304
"2659" 6663 "SOX10" 119 0.0154423516630472
"2660" 6664 "SOX11" 65 0.0318410973941652
"2661" 6666 "SOX12" 14 0.0568377425137167
"2662" 6667 "SP1" 922 0.109042384333717
"2663" 6668 "SP2" 30 0.100997063275843
"2664" 6670 "SP3" 187 0.077168155068799
"2665" 6671 "SP4" 42 0.0531841579139975
"2666" 6672 "SP100" 82 0.252311546830462
"2667" 6675 "UAP1" 18 0.0935486800285839
"2668" 6678 "SPARC" 252 0.0138079944315698
"2669" 6683 "SPAST" 162 0.128727843931861
"2670" 6687 "SPG7" 55 0.0720904355987946
"2671" 6688 "SPI1" 179 0.277507321567281
"2672" 6695 "SPOCK1" 28 0.109261091893314
"2673" 6696 "SPP1" 792 0.151509173790725
"2674" 6697 "SPR" 41 0.0621926710000412
"2675" 6709 "SPTAN1" 141 0.257610100899658
"2676" 6710 "SPTB" 91 0.771119306316275
"2677" 6711 "SPTBN1" 112 0.15798718430614
"2678" 6712 "SPTBN2" 42 0.482597907600951
"2679" 6713 "SQLE" 24 0.0398798868663161
"2680" 6714 "SRC" 1151 0.0813103565960711
"2681" 6715 "SRD5A1" 89 0.0451494547522976
"2682" 6717 "SRI" 71 0.0719868166288089
"2683" 6720 "SREBF1" 296 0.0275901091264358
"2684" 6721 "SREBF2" 161 0.243673127298351
"2685" 6722 "SRF" 177 0.0170494192461945
"2686" 6723 "SRM" 24 0.161855567123649
"2687" 6726 "SRP9" 36 0.178916949396623
"2688" 6727 "SRP14" 49 0.127092505738435
"2689" 6729 "SRP54" 31 0.0165247519044341
"2690" 6730 "SRP68" 43 0.00461748374290085
"2691" 6731 "SRP72" 51 0.0090873725419453
"2692" 6732 "SRPK1" 99 0.0273798244100746
"2693" 6733 "SRPK2" 52 0.199082850686341
"2694" 6734 "SRPR" 22 0.155784553334969
"2695" 6737 "TRIM21" 129 0.166955109859568
"2696" 6738 "TROVE2" 46 0.207315094815135
"2697" 6741 "SSB" 152 0.0122741332473367
"2698" 6742 "SSBP1" 81 0.293618440533398
"2699" 6744 "SSFA2" 27 0.0680892656097022
"2700" 6745 "SSR1" 41 0.161329714550533
"2701" 6746 "SSR2" 17 0.253567596266923
"2702" 6747 "SSR3" 19 0.239445773387637
"2703" 6748 "SSR4" 41 0.324926269259561
"2704" 6749 "SSRP1" 104 0.0815274274783332
"2705" 6751 "SSTR1" 59 0.152287781298772
"2706" 6752 "SSTR2" 154 0.122033016089782
"2707" 6760 "SS18" 66 0.151481517172475
"2708" 6764 "ST5" 17 0.0619843409512266
"2709" 6767 "ST13" 65 0.106454520006569
"2710" 6768 "ST14" 107 0.148753319171711
"2711" 6772 "STAT1" 698 0.0472484107660178
"2712" 6773 "STAT2" 139 0.0469620468866301
"2713" 6774 "STAT3" 1853 0.129008924810788
"2714" 6776 "STAT5A" 301 0.142671065623995
"2715" 6777 "STAT5B" 253 0.107784069120983
"2716" 6778 "STAT6" 273 0.0661356749968361
"2717" 6780 "STAU1" 98 0.0218585733437611
"2718" 6782 "HSPA13" 25 0.0312123763477312
"2719" 6785 "ELOVL4" 46 0.52463640998334
"2720" 6786 "STIM1" 280 0.0865228867382489
"2721" 6787 "NEK4" 19 0.0672779317792935
"2722" 6789 "STK4" 99 0.0850247985226351
"2723" 6793 "STK10" 25 0.116130823395913
"2724" 6794 "STK11" 332 0.0611620148907758
"2725" 6801 "STRN" 44 0.0945196727766739
"2726" 6804 "STX1A" 163 0.835805966846368
"2727" 6810 "STX4" 77 0.061724161692931
"2728" 6811 "STX5" 48 0.154559645413968
"2729" 6812 "STXBP1" 87 1
"2730" 6813 "STXBP2" 54 0.232366637123044
"2731" 6814 "STXBP3" 30 0.057592469372808
"2732" 6817 "SULT1A1" 205 0.0467434217148584
"2733" 6818 "SULT1A3" 58 0.0523873464373568
"2734" 6821 "SUOX" 38 0.0582323486465742
"2735" 6827 "SUPT4H1" 43 0.24987683661932
"2736" 6829 "SUPT5H" 94 0.0315243957308998
"2737" 6830 "SUPT6H" 40 0.126750544921877
"2738" 6832 "SUPV3L1" 31 0.060511071890798
"2739" 6833 "ABCC8" 207 0.0861814708019433
"2740" 6834 "SURF1" 51 0.166375031111662
"2741" 6836 "SURF4" 33 0.155701904430228
"2742" 6837 "MED22" 33 0.0493163183055174
"2743" 6838 "SURF6" 27 0.103609443963507
"2744" 6843 "VAMP1" 26 0.366379439831147
"2745" 6844 "VAMP2" 106 0.692764576343281
"2746" 6845 "VAMP7" 73 0.0353516189450027
"2747" 6850 "SYK" 438 0.205855881587277
"2748" 6853 "SYN1" 63 0.827646348906477
"2749" 6854 "SYN2" 44 0.780413641637915
"2750" 6855 "SYP" 74 0.878234594774296
"2751" 6856 "SYPL1" 18 0.12515373839327
"2752" 6857 "SYT1" 82 0.932604907851461
"2753" 6860 "SYT4" 17 0.6905014847896
"2754" 6861 "SYT5" 17 0.699680072205037
"2755" 6867 "TACC1" 43 0.133218882033178
"2756" 6868 "ADAM17" 331 0.0801448912938501
"2757" 6869 "TACR1" 156 0.00454758521866808
"2758" 6872 "TAF1" 165 0.220247016189895
"2759" 6873 "TAF2" 54 0.0691244960952781
"2760" 6874 "TAF4" 75 0.0789094441634296
"2761" 6876 "TAGLN" 71 0.0882231747928487
"2762" 6878 "TAF6" 86 0.0395011391390602
"2763" 6879 "TAF7" 63 0.125899965084375
"2764" 6880 "TAF9" 82 0.170312966544236
"2765" 6881 "TAF10" 66 0.31044047969597
"2766" 6882 "TAF11" 48 0.166221605679888
"2767" 6883 "TAF12" 61 0.239479132611213
"2768" 6885 "MAP3K7" 295 0.0614170336328909
"2769" 6886 "TAL1" 112 0.0324663517776079
"2770" 6888 "TALDO1" 46 0.0819865488507337
"2771" 6890 "TAP1" 225 0.064332494486539
"2772" 6891 "TAP2" 183 0.0374886004607173
"2773" 6892 "TAPBP" 87 0.0910504470741715
"2774" 6894 "TARBP1" 25 0.0531063985612461
"2775" 6895 "TARBP2" 85 0.250920718341174
"2776" 6897 "TARS" 44 0.0965748917852937
"2777" 6900 "CNTN2" 38 0.148223506527174
"2778" 6901 "TAZ" 96 0.0877554844473501
"2779" 6902 "TBCA" 21 0.410790294626779
"2780" 6904 "TBCD" 36 0.0601677226076288
"2781" 6907 "TBL1X" 45 0.045739130123493
"2782" 6909 "TBX2" 58 0.0864223211311179
"2783" 6916 "TBXAS1" 75 0.199518017082511
"2784" 6917 "TCEA1" 51 0.148787299343394
"2785" 6919 "TCEA2" 28 0.0981008427619667
"2786" 6921 "TCEB1" 199 0.27826515787556
"2787" 6923 "TCEB2" 169 0.255939693066779
"2788" 6924 "TCEB3" 53 0.0790760705399368
"2789" 6925 "TCF4" 172 0.13835492218882
"2790" 6929 "TCF3" 211 0.0769274574651394
"2791" 6934 "TCF7L2" 581 0.0640578626180109
"2792" 6935 "ZEB1" 240 0.146013558870511
"2793" 6938 "TCF12" 68 0.13282773265185
"2794" 6941 "TCF19" 27 0.0965274227844592
"2795" 6942 "TCF20" 41 0.1956176661001
"2796" 6944 "VPS72" 27 0.0860528204204498
"2797" 6945 "MLX" 29 0.382800557927158
"2798" 6948 "TCN2" 108 0.0929375171575693
"2799" 6949 "TCOF1" 90 0.0531756764323923
"2800" 6950 "TCP1" 150 0.0231514359717079
"2801" 6988 "TCTA" 14 0.126172790115936
"2802" 6990 "DYNLT3" 25 0.125419445022466
"2803" 6992 "PPP1R11" 30 0.0113748565843366
"2804" 6993 "DYNLT1" 50 0.308587931410005
"2805" 7001 "PRDX2" 142 0.183042620539023
"2806" 7003 "TEAD1" 64 0.102884350736539
"2807" 7008 "TEF" 20 0.479983316211703
"2808" 7009 "TMBIM6" 46 0.112374239828546
"2809" 7010 "TEK" 207 0.0259836275400608
"2810" 7011 "TEP1" 34 0.0768085911525767
"2811" 7013 "TERF1" 166 0.0721725643963428
"2812" 7014 "TERF2" 188 0.231982246778775
"2813" 7016 "TESK1" 17 0.0455710687391809
"2814" 7018 "TF" 317 0.120843738188602
"2815" 7023 "TFAP4" 47 0.0967400458727576
"2816" 7024 "TFCP2" 62 0.0953997416102841
"2817" 7025 "NR2F1" 51 0.0331755248023826
"2818" 7026 "NR2F2" 77 0.045573382446085
"2819" 7027 "TFDP1" 66 0.030518303904638
"2820" 7030 "TFE3" 99 0.0280693097486334
"2821" 7035 "TFPI" 213 0.0955784910487318
"2822" 7037 "TFRC" 302 0.0842898244058056
"2823" 7039 "TGFA" 204 0.00348005681232482
"2824" 7040 "TGFB1" 3305 0.170440255556202
"2825" 7041 "TGFB1I1" 81 0.153053488072579
"2826" 7042 "TGFB2" 245 0.0664779598926172
"2827" 7043 "TGFB3" 183 0.0851088672944455
"2828" 7045 "TGFBI" 221 0.0727985802300587
"2829" 7046 "TGFBR1" 412 0.131893567705357
"2830" 7048 "TGFBR2" 427 0.124434624663086
"2831" 7049 "TGFBR3" 126 0.0223486222827353
"2832" 7050 "TGIF1" 82 0.272566562519386
"2833" 7052 "TGM2" 339 0.046345729983229
"2834" 7057 "THBS1" 412 0.0430608483200786
"2835" 7058 "THBS2" 77 0.0145623312533855
"2836" 7059 "THBS3" 18 0.0817044587669941
"2837" 7060 "THBS4" 57 0.0183263129946841
"2838" 7064 "THOP1" 38 0.08451365892718
"2839" 7067 "THRA" 175 0.122812832044262
"2840" 7068 "THRB" 236 0.702204442772823
"2841" 7070 "THY1" 173 0.336421259856629
"2842" 7071 "KLF10" 69 0.0573570146096507
"2843" 7072 "TIA1" 82 0.0375935327741471
"2844" 7073 "TIAL1" 60 0.0538401555765627
"2845" 7074 "TIAM1" 129 0.120855336259251
"2846" 7075 "TIE1" 44 0.00699007048937743
"2847" 7076 "TIMP1" 533 0.126169853626407
"2848" 7077 "TIMP2" 358 0.0184667768811398
"2849" 7078 "TIMP3" 229 0.0208572210360642
"2850" 7079 "TIMP4" 53 0.0089768018616664
"2851" 7082 "TJP1" 225 0.111808252930178
"2852" 7084 "TK2" 43 0.0472393038999507
"2853" 7086 "TKT" 69 0.0135173176603474
"2854" 7087 "ICAM5" 34 0.629127457948828
"2855" 7088 "TLE1" 75 0.00680424682323721
"2856" 7089 "TLE2" 20 0.0192883916465027
"2857" 7090 "TLE3" 45 0.0722384476468013
"2858" 7091 "TLE4" 34 0.0474054313197175
"2859" 7094 "TLN1" 133 0.0861449117220255
"2860" 7095 "SEC62" 26 0.0658069797204738
"2861" 7097 "TLR2" 1141 0.188435916688769
"2862" 7099 "TLR4" 1815 0.0224360207426711
"2863" 7101 "NR2E1" 43 0.0293941803536517
"2864" 7102 "TSPAN7" 36 0.18360880019125
"2865" 7105 "TSPAN6" 23 0.156187950734591
"2866" 7106 "TSPAN4" 19 0.133597066901945
"2867" 7107 "GPR137B" 7 0.0013830995938538
"2868" 7108 "TM7SF2" 14 0.068338007014046
"2869" 7109 "TRAPPC10" 23 0.175607517664487
"2870" 7110 "TMF1" 26 0.097516404459333
"2871" 7111 "TMOD1" 35 0.0287942715100174
"2872" 7112 "TMPO" 101 0.101833389560733
"2873" 7117 "TMSL3" 2 0.495514041691029
"2874" 7122 "CLDN5" 93 0.0738214033273971
"2875" 7123 "CLEC3B" 35 0.00813099573371763
"2876" 7126 "TNFAIP1" 44 0.0187349832777703
"2877" 7127 "TNFAIP2" 22 0.0965355435300727
"2878" 7128 "TNFAIP3" 298 0.0688765665176214
"2879" 7132 "TNFRSF1A" 607 0.28829028399225
"2880" 7133 "TNFRSF1B" 413 0.171446373895946
"2881" 7143 "TNR" 48 0.121105132916328
"2882" 7145 "TNS1" 36 0.066293601995233
"2883" 7148 "TNXB" 75 0.00658839829152563
"2884" 7150 "TOP1" 279 0.073952887082414
"2885" 7153 "TOP2A" 363 0.108722458755943
"2886" 7155 "TOP2B" 103 0.175377288415038
"2887" 7156 "TOP3A" 52 0.0449890250569263
"2888" 7157 "TP53" 7722 0.100981404083373
"2889" 7158 "TP53BP1" 208 0.166874517822935
"2890" 7159 "TP53BP2" 99 0.0556680509490841
"2891" 7163 "TPD52" 64 0.108296469870232
"2892" 7164 "TPD52L1" 21 0.0153387393097285
"2893" 7165 "TPD52L2" 33 0.188502337110196
"2894" 7167 "TPI1" 99 0.156397783521717
"2895" 7168 "TPM1" 165 0.0351631738582047
"2896" 7169 "TPM2" 84 0.0505000352955477
"2897" 7170 "TPM3" 132 0.221742882888396
"2898" 7171 "TPM4" 51 0.189573029659559
"2899" 7172 "TPMT" 249 0.0749357492068134
"2900" 7174 "TPP2" 46 0.103572982803532
"2901" 7175 "TPR" 91 0.193283578497224
"2902" 7178 "TPT1" 107 0.197258591498153
"2903" 7181 "NR2C1" 23 0.0304155190498253
"2904" 7182 "NR2C2" 102 0.325868144354963
"2905" 7184 "HSP90B1" 212 0.104866493979003
"2906" 7185 "TRAF1" 184 0.0580549229756087
"2907" 7203 "CCT3" 110 0.048205343642639
"2908" 7204 "TRIO" 48 0.0228415882102005
"2909" 7205 "TRIP6" 61 0.212491877316464
"2910" 7216 "TRO" 43 0.061529836077712
"2911" 7220 "TRPC1" 143 0.126214064060317
"2912" 7226 "TRPM2" 88 0.112395416954612
"2913" 7227 "TRPS1" 76 0.0485244904547833
"2914" 7247 "TSN" 49 0.0833081816732874
"2915" 7248 "TSC1" 193 0.250046544982963
"2916" 7249 "TSC2" 318 0.156001800475526
"2917" 7251 "TSG101" 260 0.0701184823171328
"2918" 7257 "TSNAX" 42 0.118448914892228
"2919" 7259 "TSPYL1" 27 0.804674465588948
"2920" 7260 "TSSC1" 11 0.0711971279086518
"2921" 7263 "TST" 48 0.0481463971221553
"2922" 7264 "TSTA3" 24 0.16236547494066
"2923" 7265 "TTC1" 31 0.204342746861611
"2924" 7266 "DNAJC7" 50 0.0743134679878935
"2925" 7267 "TTC3" 21 0.335485494704645
"2926" 7268 "TTC4" 24 0.204961745755967
"2927" 7275 "TUB" 27 0.300639597988148
"2928" 7277 "TUBA4A" 133 0.724309728399168
"2929" 7280 "TUBB2A" 134 0.136682849834884
"2930" 7283 "TUBG1" 119 0.0866648343624408
"2931" 7284 "TUFM" 77 0.117964566844666
"2932" 7289 "TULP3" 13 0.024796446484603
"2933" 7290 "HIRA" 45 0.174245144348454
"2934" 7295 "TXN" 295 0.191623295810981
"2935" 7296 "TXNRD1" 110 0.0419006509781937
"2936" 7297 "TYK2" 159 0.080347412600635
"2937" 7298 "TYMS" 493 0.140156929136744
"2938" 7301 "TYRO3" 58 0.274365227753761
"2939" 7305 "TYROBP" 69 0.313012653465451
"2940" 7307 "U2AF1" 106 0.0904706037266095
"2941" 7311 "UBA52" 74 0.243499782534835
"2942" 7314 "UBB" 216 0.18531773410988
"2943" 7316 "UBC" 886 0.122799563799227
"2944" 7317 "UBA1" 118 0.00846119111184154
"2945" 7318 "UBA7" 32 0.100905061804369
"2946" 7319 "UBE2A" 58 0.352222911380199
"2947" 7320 "UBE2B" 69 0.176532648935746
"2948" 7322 "UBE2D2" 300 0.238106643626806
"2949" 7323 "UBE2D3" 273 0.195487328958457
"2950" 7324 "UBE2E1" 96 0.154785843516281
"2951" 7325 "UBE2E2" 60 0.0625426979817068
"2952" 7326 "UBE2G1" 44 0.0242891256083395
"2953" 7327 "UBE2G2" 64 0.059881455321078
"2954" 7328 "UBE2H" 42 0.0451126984569681
"2955" 7329 "UBE2I" 416 0.167154224733019
"2956" 7332 "UBE2L3" 211 0.0432789277481464
"2957" 7334 "UBE2N" 178 0.191107527147219
"2958" 7335 "UBE2V1" 75 0.027781241123532
"2959" 7336 "UBE2V2" 58 0.165584020754304
"2960" 7337 "UBE3A" 200 0.0786485585705754
"2961" 7341 "SUMO1" 477 0.145890832663803
"2962" 7342 "UBP1" 24 0.0615932256464185
"2963" 7343 "UBTF" 107 0.112686702461466
"2964" 7345 "UCHL1" 222 0.307345863548455
"2965" 7351 "UCP2" 291 0.142744148560744
"2966" 7353 "UFD1L" 76 0.136909947104223
"2967" 7355 "SLC35A2" 21 0.2680684819981
"2968" 7358 "UGDH" 51 0.0347910670326607
"2969" 7360 "UGP2" 37 0.135014300556343
"2970" 7368 "UGT8" 25 0.0831346964248874
"2971" 7374 "UNG" 154 0.116870198793238
"2972" 7375 "USP4" 54 0.059644503508558
"2973" 7376 "NR1H2" 136 0.0576550745459502
"2974" 7378 "UPP1" 20 0.217800971672872
"2975" 7381 "UQCRB" 28 0.0659517229864407
"2976" 7384 "UQCRC1" 50 0.147022539854572
"2977" 7385 "UQCRC2" 40 0.0614120178836482
"2978" 7386 "UQCRFS1" 27 0.234514732525181
"2979" 7388 "UQCRH" 22 0.16017547799411
"2980" 7389 "UROD" 55 0.384165516749177
"2981" 7390 "UROS" 39 0.163998538111953
"2982" 7391 "USF1" 145 0.211985104684021
"2983" 7392 "USF2" 73 0.0596674796707379
"2984" 7398 "USP1" 45 0.0932969849985698
"2985" 7402 "UTRN" 92 0.0569185548493637
"2986" 7403 "KDM6A" 67 0.0653117232835327
"2987" 7404 "UTY" 22 0.00916568415382211
"2988" 7407 "VARS" 45 0.056824065806222
"2989" 7408 "VASP" 159 0.331292031609331
"2990" 7409 "VAV1" 222 0.219696884317624
"2991" 7410 "VAV2" 94 0.0288715917300197
"2992" 7411 "VBP1" 40 0.107936821066153
"2993" 7412 "VCAM1" 472 0.0624296289244057
"2994" 7414 "VCL" 171 0.0497940680658758
"2995" 7415 "VCP" 407 0.0148392075102443
"2996" 7416 "VDAC1" 195 0.0812064514144845
"2997" 7417 "VDAC2" 83 0.0693673058165136
"2998" 7419 "VDAC3" 67 0.1356409675995
"2999" 7422 "VEGFA" 3636 0.0775409583518368
"3000" 7423 "VEGFB" 65 0.145137512386286
"3001" 7425 "VGF" 30 0.00137477394864386
"3002" 7428 "VHL" 615 0.0414213518348469
"3003" 7430 "EZR" 423 0.0162072504375317
"3004" 7431 "VIM" 432 0.22680294642449
"3005" 7434 "VIPR2" 64 0.0660170385971544
"3006" 7436 "VLDLR" 90 0.0156950908741525
"3007" 7439 "BEST1" 130 0.0465164401063085
"3008" 7442 "TRPV1" 271 0.048826866302326
"3009" 7447 "VSNL1" 45 0.866649751706007
"3010" 7450 "VWF" 753 0.0372636971054292
"3011" 7453 "WARS" 65 0.0646725151743199
"3012" 7454 "WAS" 216 0.202568752121254
"3013" 7456 "WIPF1" 55 0.0888982527065381
"3014" 7458 "EIF4H" 43 0.0227204693605755
"3015" 7461 "CLIP2" 21 0.0362527910195615
"3016" 7462 "LAT2" 34 0.219639566155521
"3017" 7465 "WEE1" 133 0.138378345373451
"3018" 7466 "WFS1" 163 0.0260228769418906
"3019" 7468 "WHSC1" 72 0.0472995663408473
"3020" 7469 "WHSC2" 43 0.0551428632074376
"3021" 7474 "WNT5A" 259 0.0716935213233112
"3022" 7477 "WNT7B" 28 0.0687666101495824
"3023" 7485 "WRB" 12 0.0650789716445556
"3024" 7494 "XBP1" 195 0.173303129296563
"3025" 7508 "XPC" 316 0.0787224394770489
"3026" 7511 "XPNPEP1" 32 0.0289073645386329
"3027" 7514 "XPO1" 337 0.047925868021685
"3028" 7515 "XRCC1" 1030 0.0381822976456944
"3029" 7517 "XRCC3" 433 0.0675580881186976
"3030" 7520 "XRCC5" 360 0.0582965123105931
