"entrez" "genename" "PubMed" "scaledconnectivity"
"7692" 65084 "TMEM135" 6 0.0470074487271382
"7693" 65094 "JMJD4" 9 0.111076502954468
"7694" 65095 "KRI1" 18 0.0657250931150972
"7695" 65108 "MARCKSL1" 37 0.0394642467353309
"7696" 65110 "UPF3A" 32 0.0422273294339629
"7697" 65117 "RSRC2" 16 0.119731397975486
"7698" 65123 "INTS3" 35 0.0329839381741075
"7699" 65124 "ANKRD57" 10 0.0755974857513514
"7700" 65125 "WNK1" 126 0.0986398451805701
"7701" 65217 "PCDH15" 52 0.104842283732
"7702" 65220 "NADK" 28 0.134747792469913
"7703" 65244 "SPATS2" 17 0.0432452951136531
"7704" 65249 "ZSWIM4" 4 0.0377923998154326
"7705" 65250 "C5orf42" 18 0.179597585515797
"7706" 65251 "ZNF649" 15 0.0445825363000701
"7707" 65258 "MPPE1" 11 0.0481040057710288
"7708" 65263 "PYCRL" 22 0.0970356893886727
"7709" 65264 "UBE2Z" 25 0.0859488814301389
"7710" 65265 "C8orf33" 15 0.0942762056673519
"7711" 65268 "WNK2" 30 0.207351595731484
"7712" 65975 "STK33" 20 0.0789347741772217
"7713" 65979 "PHACTR4" 19 0.0962966818668343
"7714" 65980 "BRD9" 17 0.0805116518092394
"7715" 65981 "CAPRIN2" 12 0.01154879468153
"7716" 65982 "ZSCAN18" 11 0.0239621388390909
"7717" 65983 "GRAMD3" 13 0.0253855165953733
"7718" 65985 "AACS" 11 0.577900699549545
"7719" 65986 "ZBTB10" 24 0.159119868590176
"7720" 65991 "FUNDC2" 19 0.224624020419164
"7721" 65992 "DDRGK1" 20 0.115626567668069
"7722" 65993 "MRPS34" 28 0.256261320876814
"7723" 65996 "MGC2752" 3 0.0628854962576725
"7724" 65997 "RASL11B" 9 0.00160758405756824
"7725" 65998 "C11orf95" 7 0.0659046828115022
"7726" 66000 "TMEM108" 14 0.0442178945177193
"7727" 66004 "LYNX1" 19 0.572426904008536
"7728" 66005 "CHID1" 21 0.141184818105493
"7729" 66008 "TRAK2" 24 0.0131638808811743
"7730" 66036 "MTMR9" 27 0.38288838871326
"7731" 78986 "DUSP26" 19 0.199910222366788
"7732" 78987 "CRELD1" 28 0.273991938115804
"7733" 78988 "MRP63" 13 0.159411509379441
"7734" 78991 "PCYOX1L" 10 0.0560555545287185
"7735" 78992 "YIPF2" 11 0.243394267030124
"7736" 78994 "PRR14" 15 0.091870229130481
"7737" 78996 "C7orf49" 9 0.190456627317025
"7738" 78997 "GDAP1L1" 9 0.0814996140530726
"7739" 78999 "LRFN4" 13 0.0616237578816263
"7740" 79001 "VKORC1" 348 0.34340618732701
"7741" 79002 "C19orf43" 12 0.276436555328087
"7742" 79003 "MIS12" 31 0.17831330227735
"7743" 79004 "CUEDC2" 22 0.110451608168104
"7744" 79005 "SCNM1" 15 0.343615539478438
"7745" 79006 "METRN" 7 0.119779403098341
"7746" 79007 "DBNDD1" 8 0.0822492190656578
"7747" 79008 "GIYD2" 9 0.192962843788589
"7748" 79009 "DDX50" 33 0.022964806976976
"7749" 79012 "CAMKV" 14 0.802884504069831
"7750" 79016 "DDA1" 28 0.0808452064645942
"7751" 79017 "GGCT" 31 0.102290202866231
"7752" 79022 "TMEM106C" 7 0.238997671505177
"7753" 79026 "AHNAK" 75 0.0605610462329703
"7754" 79027 "ZNF655" 17 0.0594161904242815
"7755" 79033 "ERI3" 13 0.2016126500652
"7756" 79034 "C7orf26" 7 0.0948959859120569
"7757" 79035 "OBFC2B" 23 0.181433714912058
"7758" 79036 "C19orf50" 15 0.235094871269115
"7759" 79038 "ZFYVE21" 15 0.0231454899778435
"7760" 79039 "DDX54" 32 0.0602350641076773
"7761" 79041 "TMEM38A" 9 0.166749011580114
"7762" 79042 "TSEN34" 18 0.19099531511029
"7763" 79047 "KCTD15" 38 0.033852599345448
"7764" 79048 "SECISBP2" 38 0.117071224458916
"7765" 79050 "NOC4L" 20 0.139384541647092
"7766" 79053 "ALG8" 23 0.200825338029839
"7767" 79058 "ASPSCR1" 41 0.176604357397299
"7768" 79065 "ATG9A" 32 0.109501979628872
"7769" 79066 "METT10D" 14 0.0717535017069515
"7770" 79068 "FTO" 546 0.144227401756018
"7771" 79071 "ELOVL6" 23 0.0559617352186242
"7772" 79073 "TMEM109" 17 0.173335084780902
"7773" 79077 "DCTPP1" 19 0.259381084084846
"7774" 79080 "CCDC86" 28 0.100289662955372
"7775" 79081 "C11orf48" 4 0.219334795589609
"7776" 79084 "WDR77" 90 0.252715581664546
"7777" 79085 "SLC25A23" 15 0.277248106857691
"7778" 79086 "C19orf42" 2 0.23284001753585
"7779" 79089 "TMUB2" 13 0.0922218934170569
"7780" 79090 "TRAPPC6A" 17 0.108424619832133
"7781" 79095 "C9orf16" 12 0.126581942958544
"7782" 79096 "C11orf49" 23 0.0566628547228128
"7783" 79101 "TAF1D" 13 0.0641758825706176
"7784" 79102 "RNF26" 13 0.0302077879779518
"7785" 79109 "MAPKAP1" 53 0.088920090909192
"7786" 79132 "DHX58" 34 0.0415267827783534
"7787" 79134 "TMEM185B" 6 0.106216894879038
"7788" 79135 "APOO" 20 0.124070131302024
"7789" 79137 "FAM134A" 13 0.153063123013271
"7790" 79139 "DERL1" 77 0.0726162870905807
"7791" 79140 "CCDC28B" 16 0.123955184982284
"7792" 79142 "PHF23" 11 0.104895462089493
"7793" 79143 "MBOAT7" 19 0.112736713542254
"7794" 79144 "PPDPF" 4 0.141201552746146
"7795" 79145 "CHCHD7" 13 0.106169432088116
"7796" 79147 "FKRP" 52 0.0501032301445869
"7797" 79148 "MMP28" 30 0.00736887798962883
"7798" 79152 "FA2H" 30 0.125905470906917
"7799" 79155 "TNIP2" 40 0.11132040662707
"7800" 79158 "GNPTAB" 48 0.138872305207306
"7801" 79171 "RBM42" 18 0.136350844683729
"7802" 79174 "CRELD2" 17 0.120089186503546
"7803" 79176 "FBXL15" 14 0.110423473435109
"7804" 79178 "THTPA" 16 0.0594480615295052
"7805" 79180 "EFHD2" 27 0.168319578823402
"7806" 79183 "TTPAL" 10 0.0460724156341337
"7807" 79187 "FSD1" 12 0.0913675391565578
"7808" 79188 "TMEM43" 45 0.137170858382432
"7809" 79192 "IRX1" 18 0.0114718114263846
"7810" 79269 "DCAF10" 13 0.0731427605187189
"7811" 79364 "ZXDC" 19 0.116244854816263
"7812" 79365 "BHLHE41" 45 0.0465899566002435
"7813" 79366 "HMGN5" 28 0.0758712258612053
"7814" 79414 "LRFN3" 8 0.0300837306059959
"7815" 79415 "C17orf62" 16 0.176887223093298
"7816" 79443 "FYCO1" 25 0.0527193441866966
"7817" 79447 "C16orf53" 15 0.0477493668513052
"7818" 79567 "FAM65A" 12 0.117048051469202
"7819" 79570 "NKAIN1" 6 0.056419228404535
"7820" 79571 "GCC1" 26 0.0867935589521807
"7821" 79572 "ATP13A3" 15 0.0416738924769539
"7822" 79575 "ABHD8" 7 0.327779732979589
"7823" 79577 "CDC73" 130 0.0860594007414684
"7824" 79581 "GPR172A" 16 0.138462310050815
"7825" 79582 "SPAG16" 18 0.0200606892009843
"7826" 79583 "TMEM231" 14 0.039383854074859
"7827" 79585 "CORO7" 16 0.0599590134422119
"7828" 79586 "CHPF" 18 0.0917479783809735
"7829" 79587 "CARS2" 14 0.0289405682684284
"7830" 79590 "MRPL24" 27 0.216408161041087
"7831" 79591 "C10orf76" 10 0.0562282395866471
"7832" 79594 "MUL1" 37 0.192611310745888
"7833" 79595 "SAP130" 37 0.0824335096179368
"7834" 79598 "CEP97" 27 0.199575062588213
"7835" 79600 "TCTN1" 18 0.180700426943954
"7836" 79602 "ADIPOR2" 128 0.0587155159571267
"7837" 79603 "LASS4" 10 0.0981264688497235
"7838" 79605 "PGBD5" 6 0.602934062817894
"7839" 79607 "FAM118B" 9 0.147262785175944
"7840" 79608 "RIC3" 27 0.169561349974671
"7841" 79611 "ACSS3" 7 0.0731302366074714
"7842" 79612 "NAA16" 20 0.0439357047812446
"7843" 79613 "TMCO7" 6 0.055628196347899
"7844" 79622 "SNRNP25" 11 0.221322507743575
"7845" 79627 "OGFRL1" 5 0.0274096368642483
"7846" 79628 "SH3TC2" 28 0.153228801638431
"7847" 79630 "C1orf54" 8 0.245891889073869
"7848" 79632 "FAM184A" 16 0.217169277332521
"7849" 79633 "FAT4" 24 0.0237002528916748
"7850" 79640 "C22orf46" 5 0.0840438826062647
"7851" 79641 "ROGDI" 16 0.165484325914588
"7852" 79643 "CHMP6" 37 0.162085312760212
"7853" 79646 "PANK3" 12 0.132529810863235
"7854" 79647 "AKIRIN1" 10 0.0939113711098945
"7855" 79650 "C16orf57" 25 0.0609911385266879
"7856" 79651 "RHBDF2" 17 0.142031498225019
"7857" 79652 "TMEM204" 7 0.0214097757819006
"7858" 79654 "HECTD3" 21 0.0940508226394767
"7859" 79659 "DYNC2H1" 37 0.0749419484095622
"7860" 79660 "PPP1R3B" 31 0.116056501591719
"7861" 79664 "NARG2" 14 0.0666881032632963
"7862" 79665 "DHX40" 15 0.110413026645126
"7863" 79666 "PLEKHF2" 22 0.143596883054544
"7864" 79670 "ZCCHC6" 24 0.0616464885230523
"7865" 79671 "NLRX1" 28 0.0430025226342323
"7866" 79672 "FN3KRP" 22 0.0283251528490196
"7867" 79673 "ZNF329" 4 0.0107929249733172
"7868" 79677 "SMC6" 31 0.0285368220304917
"7869" 79680 "C22orf29" 9 0.283004095487356
"7870" 79682 "MLF1IP" 32 0.142060313920189
"7871" 79683 "ZDHHC14" 10 0.0266541329370625
"7872" 79685 "SAP30L" 17 0.137418824083631
"7873" 79690 "GAL3ST4" 12 0.198003561471833
"7874" 79692 "ZNF322A" 8 0.0567531279740613
"7875" 79693 "YRDC" 9 0.173672006126793
"7876" 79694 "MANEA" 32 0.0934522565381855
"7877" 79699 "ZYG11B" 9 0.23407519466575
"7878" 79705 "LRRK1" 32 0.0646776914796613
"7879" 79706 "PRKRIP1" 13 0.0589137908142367
"7880" 79709 "GLT25D1" 25 0.215314745196789
"7881" 79710 "MORC4" 15 0.112315102200684
"7882" 79711 "IPO4" 42 0.121823476751948
"7883" 79716 "NPEPL1" 11 0.0726461718587841
"7884" 79717 "PPCS" 11 0.324710530967415
"7885" 79718 "TBL1XR1" 61 0.0367699869075921
"7886" 79719 "AAGAB" 32 0.134636290079984
"7887" 79720 "VPS37B" 33 0.0402869927183432
"7888" 79724 "ZNF768" 13 0.0608721865517509
"7889" 79726 "WDR59" 19 0.0747944497773656
"7890" 79734 "KCTD17" 21 0.266121772078059
"7891" 79735 "TBC1D17" 20 0.0494004057487217
"7892" 79738 "BBS10" 30 0.0466992019490391
"7893" 79739 "TTLL7" 16 0.128432845399888
"7894" 79742 "CXorf36" 11 0.0177172503436069
"7895" 79745 "CLIP4" 7 0.136685504996964
"7896" 79751 "SLC25A22" 25 0.57373285588963
"7897" 79754 "ASB13" 16 0.115523498915335
"7898" 79762 "C1orf115" 7 0.847547879218087
"7899" 79763 "ISOC2" 17 0.184992328469663
"7900" 79768 "C15orf29" 16 0.0658144559146102
"7901" 79770 "TXNDC15" 10 0.202889669105638
"7902" 79776 "ZFHX4" 18 0.0747850294672394
"7903" 79777 "ACBD4" 16 0.0488193537258806
"7904" 79778 "MICALL2" 15 0.0899890908151361
"7905" 79780 "CCDC82" 12 0.065131440158283
"7906" 79784 "MYH14" 48 0.0796827732130284
"7907" 79789 "CLMN" 13 0.0943324023647836
"7908" 79791 "FBXO31" 29 0.0653993040026018
"7909" 79792 "GSDMD" 10 0.199523712814889
"7910" 79794 "C12orf49" 5 0.0418822678432793
"7911" 79796 "ALG9" 22 0.0302351590773639
"7912" 79798 "ARMC5" 15 0.114394923560674
"7913" 79811 "SLTM" 19 0.163115026029363
"7914" 79812 "MMRN2" 19 0.0195669836279854
"7915" 79813 "EHMT1" 64 0.070822291756074
"7916" 79817 "MOBKL2B" 22 0.0688935557527985
"7917" 79829 "NAA40" 13 0.0511416826128496
"7918" 79832 "QSER1" 7 0.127275125544024
"7919" 79834 "SGK269" 24 0.180281845887486
"7920" 79837 "PIP4K2C" 26 0.00366626416938123
"7921" 79850 "FAM57A" 12 0.117080092023843
"7922" 79856 "SNX22" 10 0.0445671323993267
"7923" 79858 "NEK11" 20 0.044425289142025
"7924" 79867 "TCTN2" 12 0.0946088233713109
"7925" 79868 "ALG13" 31 0.0410469352421288
"7926" 79869 "CPSF7" 42 0.0800772929475162
"7927" 79870 "BAALC" 38 0.0341423270359359
"7928" 79872 "CBLL1" 28 0.0397988878645891
"7929" 79875 "THSD4" 22 0.0695127885611651
"7930" 79876 "UBA5" 35 0.0568394003789351
"7931" 79877 "DCAKD" 19 0.0331045020460919
"7932" 79882 "ZC3H14" 27 0.0632921103557509
"7933" 79884 "MAP9" 14 0.150272997411863
"7934" 79885 "HDAC11" 28 0.127279353811526
"7935" 79888 "LPCAT1" 34 0.0133586277628533
"7936" 79890 "RIN3" 24 0.107303945554859
"7937" 79892 "C10orf119" 32 0.0685463823581318
"7938" 79893 "GGNBP2" 12 0.135959243565839
"7939" 79894 "ZNF672" 4 0.10631162855749
"7940" 79896 "THNSL1" 10 0.0778129565931958
"7941" 79899 "PRR5L" 9 0.036266190535064
"7942" 79901 "CYBRD1" 23 0.0763843909639565
"7943" 79902 "NUP85" 42 0.150138487821974
"7944" 79903 "NAT15" 12 0.0537358818525821
"7945" 79921 "TCEAL4" 16 0.0618784548786492
"7946" 79929 "MAP6D1" 5 0.143380577708128
"7947" 79932 "KIAA0319L" 15 0.0414488755922299
"7948" 79934 "ADCK4" 13 0.129172607268289
"7949" 79939 "SLC35E1" 7 0.0342761606395288
"7950" 79943 "ZNF696" 6 0.0789554863782918
"7951" 79947 "DHDDS" 18 0.108166058832482
"7952" 79948 "LPPR3" 6 0.133461638705551
"7953" 79953 "TMEM90B" 12 0.0463015690600661
"7954" 79956 "ERMP1" 11 0.0769046966897809
"7955" 79957 "PAQR6" 11 0.0718008599369254
"7956" 79960 "PHF17" 33 0.045963278674862
"7957" 79966 "SCD5" 19 0.0848602705436024
"7958" 79969 "C6orf134" 24 0.105082302996397
"7959" 79970 "ZNF767" 10 0.0473385948258236
"7960" 79971 "WLS" 37 0.0775115002972063
"7961" 79982 "DNAJB14" 12 0.171544578177787
"7962" 79990 "PLEKHH3" 7 0.0765283675186105
"7963" 79993 "ELOVL7" 10 0.0382676336048135
"7964" 80003 "PCNXL2" 10 0.316266047164309
"7965" 80005 "DOCK5" 14 0.0803814435067187
"7966" 80011 "FAM192A" 21 0.16330984219987
"7967" 80012 "PHC3" 24 0.127792825776399
"7968" 80013 "FAM188A" 14 0.0943800289015796
"7969" 80014 "WWC2" 13 0.0448530945747065
"7970" 80017 "C14orf159" 15 0.0589433606116145
"7971" 80018 "NAA25" 24 0.04228697312892
"7972" 80019 "UBTD1" 15 0.0792207156527839
"7973" 80020 "FOXRED2" 14 0.10531979119492
"7974" 80022 "MYO15B" 12 0.0246383477159844
"7975" 80023 "NRSN2" 18 0.29213795148885
"7976" 80024 "SLC24A6" 11 0.142293797521332
"7977" 80025 "PANK2" 58 0.0854463204817854
"7978" 80028 "FBXL18" 18 0.310005145277967
"7979" 80031 "SEMA6D" 17 0.0240445280851726
"7980" 80055 "PGAP1" 15 0.0693464264794376
"7981" 80059 "LRRTM4" 10 0.191714298798112
"7982" 80095 "ZNF606" 8 0.0581257750186203
"7983" 80097 "FAM128B" 16 0.224724044379097
"7984" 80110 "ZNF614" 8 0.0567235471088138
"7985" 80124 "VCPIP1" 34 0.15686543479007
"7986" 80135 "RPF1" 15 0.275020957678414
"7987" 80139 "ZNF703" 19 0.00298927585540077
"7988" 80142 "PTGES2" 40 0.104800470464514
"7989" 80143 "SIKE1" 15 0.106953422769178
"7990" 80145 "THOC7" 25 0.18830335492788
"7991" 80146 "UXS1" 22 0.0864074118946325
"7992" 80148 "PQLC1" 5 0.14700402292232
"7993" 80150 "ASRGL1" 18 0.0971861525295751
"7994" 80152 "CENPT" 25 0.0671659448200409
"7995" 80153 "EDC3" 36 0.0571409016913574
"7996" 80154 "LOC80154" 12 0.0439450615062198
"7997" 80155 "NAA15" 44 0.0560883041683091
"7998" 80162 "ATHL1" 7 0.0369714285159717
"7999" 80169 "C17orf68" 28 0.121671218538569
"8000" 80176 "SPSB1" 34 0.0442069047075908
"8001" 80179 "MYO19" 8 0.0517352058091704
"8002" 80184 "CEP290" 91 0.00256634845892841
"8003" 80194 "TMEM134" 8 0.258379770058439
"8004" 80195 "C10orf57" 8 0.0554022814289286
"8005" 80196 "RNF34" 23 0.0876720971205932
"8006" 80198 "MUS81" 81 0.0585970933791127
"8007" 80199 "FUZ" 9 0.0804206609272469
"8008" 80204 "FBXO11" 44 0.187473291412911
"8009" 80205 "CHD9" 15 0.202719673477956
"8010" 80206 "FHOD3" 18 0.179666349966732
"8011" 80207 "OPA3" 32 0.0585454131043378
"8012" 80208 "SPG11" 62 0.113604362031177
"8013" 80209 "C13orf23" 9 0.0716273205436262
"8014" 80212 "CCDC92" 16 0.407266844645097
"8015" 80213 "TM2D3" 6 0.209269919425932
"8016" 80218 "NAA50" 22 0.0649721530986282
"8017" 80219 "COQ10B" 7 0.130388071763635
"8018" 80221 "ACSF2" 10 0.0748885463659217
"8019" 80227 "PAAF1" 26 0.0655392785220966
"8020" 80228 "ORAI2" 22 0.041256017218093
"8021" 80230 "RUFY1" 21 0.140996785177852
"8022" 80232 "WDR26" 47 0.0917524899430367
"8023" 80233 "C17orf70" 21 0.0695542463786729
"8024" 80243 "PREX2" 19 0.109762115676165
"8025" 80255 "SLC35F5" 3 0.139166380870147
"8026" 80256 "KIAA1539" 12 0.0399450277382718
"8027" 80267 "EDEM3" 20 0.0842741756425969
"8028" 80270 "HSD3B7" 17 0.200735285210753
"8029" 80271 "ITPKC" 26 0.113614152989532
"8030" 80279 "CDK5RAP3" 54 0.0737392032824289
"8031" 80298 "MTERFD3" 13 0.038165831757262
"8032" 80301 "PLEKHO2" 6 0.125247686792819
"8033" 80303 "EFHD1" 18 0.0612618699199912
"8034" 80305 "TRABD" 18 0.0845687856692271
"8035" 80306 "MED28" 39 0.185519587892115
"8036" 80308 "FLAD1" 18 0.273327980264956
"8037" 80309 "SPHKAP" 15 0.130921532540569
"8038" 80313 "LRRC27" 6 0.0728738423349096
"8039" 80314 "EPC1" 41 0.239568881263536
"8040" 80315 "CPEB4" 33 0.177661343221415
"8041" 80321 "CEP70" 27 0.0241244232571146
"8042" 80325 "ABTB1" 17 0.289209655896415
"8043" 80331 "DNAJC5" 44 0.537544466860852
"8044" 80333 "KCNIP4" 30 0.315163511971438
"8045" 80335 "WDR82" 33 0.0877442016863377
"8046" 80336 "PABPC1L" 16 0.0608792688571708
"8047" 80344 "DCAF11" 24 0.152968680270952
"8048" 80346 "REEP4" 13 0.274260139061536
"8049" 80347 "COASY" 32 0.0545840835103193
"8050" 80349 "WDR61" 31 0.310071301404369
"8051" 80351 "TNKS2" 40 0.226665059465988
"8052" 80381 "CD276" 85 0.200159470609295
"8053" 80700 "UBXN6" 30 0.0701117273953416
"8054" 80709 "AKNA" 12 0.0593431739851237
"8055" 80723 "TMEM22" 15 0.150127398081008
"8056" 80724 "ACAD10" 17 0.0253700406436048
"8057" 80725 "SRCIN1" 18 0.200531907871543
"8058" 80727 "TTYH3" 13 0.0683740812146762
"8059" 80728 "ARHGAP39" 10 0.0279728649608272
"8060" 80742 "PRR3" 14 0.0847171797196149
"8061" 80755 "AARSD1" 13 0.0991590526262029
"8062" 80757 "TMEM121" 4 0.0775576107954055
"8063" 80760 "ITIH5" 23 0.00575761833426395
"8064" 80762 "NDFIP1" 31 0.0850013528142468
"8065" 80764 "THAP7" 19 0.129582216085753
"8066" 80772 "GLTPD1" 6 0.111156676296622
"8067" 80774 "LIMD2" 7 0.0981564698892332
"8068" 80777 "CYB5B" 26 0.0643598281837881
"8069" 80781 "COL18A1" 189 0.0547685620667354
"8070" 80789 "INTS5" 12 0.0427251765956688
"8071" 80790 "CMIP" 26 0.48373832220447
"8072" 80818 "ZNF436" 12 0.0977093697741885
"8073" 80820 "EEPD1" 11 0.0515485594131985
"8074" 80821 "DDHD1" 17 0.11468908599625
"8075" 80823 "BHLHB9" 10 0.339125262185452
"8076" 80824 "DUSP16" 30 0.0274581292729069
"8077" 80829 "ZFP91" 26 0.160883045354275
"8078" 80830 "APOL6" 18 0.0645950583116285
"8079" 80832 "APOL4" 11 0.113632164229333
"8080" 80833 "APOL3" 17 0.0713930800468239
"8081" 80851 "SH3BP5L" 10 0.0554364720807012
"8082" 80853 "JHDM1D" 11 0.132468362573013
"8083" 80854 "SETD7" 72 0.0745788134790586
"8084" 80856 "KIAA1715" 16 0.0313016675512229
"8085" 80863 "PRRT1" 10 0.831310231605037
"8086" 80864 "EGFL8" 18 0.0755925092902268
"8087" 80895 "ILKAP" 20 0.136387864149124
"8088" 80896 "NPL" 12 0.0962475740637442
"8089" 80975 "TMPRSS5" 6 0.0465715386464432
"8090" 81031 "SLC2A10" 27 0.173615668444583
"8091" 81035 "COLEC12" 21 0.0500642931112821
"8092" 81037 "CLPTM1L" 85 0.103875469913315
"8093" 81488 "GRINL1A" 47 0.023857406571386
"8094" 81490 "PTDSS2" 12 0.0802019346516681
"8095" 81493 "SYNC" 9 0.0801837535684031
"8096" 81502 "HM13" 41 0.226596683029521
"8097" 81532 "MOB2" 21 0.0815086086926682
"8098" 81533 "ITFG1" 11 0.243187052093238
"8099" 81537 "SGPP1" 23 0.024277411547139
"8100" 81539 "SLC38A1" 30 0.10813377025324
"8101" 81542 "TMX1" 25 0.169084570015809
"8102" 81545 "FBXO38" 19 0.0812122588520811
"8103" 81551 "STMN4" 8 0.137847278997211
"8104" 81552 "VOPP1" 23 0.0140961866663819
"8105" 81553 "FAM49A" 14 0.358979657381902
"8106" 81554 "WBSCR16" 19 0.142722355859241
"8107" 81555 "YIPF5" 22 0.107703547890775
"8108" 81556 "C15orf44" 14 0.169128209547446
"8109" 81557 "MAGED4B" 18 0.0256988273587132
"8110" 81562 "LMAN2L" 22 0.168216490089108
"8111" 81563 "C1orf21" 12 0.0871522254102201
"8112" 81565 "NDEL1" 70 0.43191734487458
"8113" 81566 "CSRNP2" 12 0.0946792113537003
"8114" 81567 "TXNDC5" 51 0.144095373500776
"8115" 81570 "CLPB" 29 0.0251430375458424
"8116" 81571 "C9orf45" 6 0.505622571330072
"8117" 81572 "PDRG1" 19 0.278146865555028
"8118" 81573 "ANKRD13C" 15 0.0548480710501781
"8119" 81575 "APOLD1" 13 0.00542985121571705
"8120" 81576 "CCDC130" 11 0.103384520429199
"8121" 81577 "GFOD2" 10 0.191704656962018
"8122" 81579 "PLA2G12A" 17 0.0779914771078898
"8123" 81603 "TRIM8" 31 0.0994219208074529
"8124" 81605 "URM1" 17 0.165861245005816
"8125" 81606 "LBH" 26 0.0389892403444055
"8126" 81608 "FIP1L1" 69 0.00103360308513935
"8127" 81609 "SNX27" 40 0.181145061233103
"8128" 81611 "ANP32E" 35 0.0185368737006453
"8129" 81614 "NIPA2" 13 0.120871553731115
"8130" 81615 "TMEM163" 10 0.00515810332240801
"8131" 81617 "CAB39L" 19 0.0339747516861885
"8132" 81618 "ITM2C" 36 0.0310594727380385
"8133" 81619 "TSPAN14" 13 0.0289548743025491
"8134" 81620 "CDT1" 99 0.0795545824104181
"8135" 81622 "UNC93B1" 27 0.20162971933683
"8136" 81628 "TSC22D4" 18 0.0673568840697589
"8137" 81631 "MAP1LC3B" 115 0.031935325416767
"8138" 81669 "CCNL2" 20 0.0431608271867457
"8139" 81671 "TMEM49" 31 0.276907129145011
"8140" 81688 "C6orf62" 9 0.112501810462455
"8141" 81689 "ISCA1" 20 0.103036319035412
"8142" 81704 "DOCK8" 55 0.110574653203598
"8143" 81706 "PPP1R14C" 15 0.195690598234054
"8144" 81790 "RNF170" 16 0.0896257539099342
"8145" 81794 "ADAMTS10" 20 0.0386090383106812
"8146" 81831 "NETO2" 15 0.0337340486622301
"8147" 81832 "NETO1" 15 0.179537544322528
"8148" 81839 "VANGL1" 36 0.0510332846787799
"8149" 81844 "TRIM56" 20 0.0470733502509281
"8150" 81846 "SBF2" 36 0.140014597258998
"8151" 81847 "RNF146" 31 0.125197589860496
"8152" 81848 "SPRY4" 50 0.0621414559806598
"8153" 81853 "TMEM14B" 8 0.209217340322439
"8154" 81855 "SFXN3" 19 0.183177708702465
"8155" 81857 "MED25" 50 0.0281788164546137
"8156" 81858 "SHARPIN" 43 0.0901692606418863
"8157" 81873 "ARPC5L" 23 0.133390507946719
"8158" 81875 "ISG20L2" 16 0.0358290115245155
"8159" 81876 "RAB1B" 49 0.160242237637476
"8160" 81887 "LAS1L" 46 0.0537981784464678
"8161" 81888 "HYI" 13 0.0996377144023048
"8162" 81889 "FAHD1" 21 0.026737667364912
"8163" 81890 "QTRT1" 13 0.0908445527957613
"8164" 81892 "C14orf156" 30 0.172212291275626
"8165" 81894 "SLC25A28" 14 0.0706554348391713
"8166" 81926 "FAM108A1" 9 0.143635119451315
"8167" 81929 "SEH1L" 35 0.162396839435573
"8168" 81932 "HDHD3" 6 0.184761092778791
"8169" 83394 "PITPNM3" 10 0.752446133245034
"8170" 83439 "TCF7L1" 23 0.0430933082203163
"8171" 83440 "ADPGK" 20 0.334958961163007
"8172" 83442 "SH3BGRL3" 16 0.264971125572705
"8173" 83443 "SF3B5" 22 0.323002285220526
"8174" 83444 "INO80B" 18 0.0808423143432654
"8175" 83451 "ABHD11" 14 0.129451583436657
"8176" 83460 "TMEM93" 8 0.340649756678313
"8177" 83464 "APH1B" 31 0.0346977850743437
"8178" 83475 "DOHH" 17 0.0651902606965854
"8179" 83478 "ARHGAP24" 32 0.0536901605936204
"8180" 83482 "SCRT1" 7 0.169230259264703
"8181" 83483 "PLVAP" 17 0.0843528520967057
"8182" 83539 "CHST9" 15 0.0351062373312206
"8183" 83543 "AIF1L" 21 0.0296759667255959
"8184" 83544 "DNAL1" 8 0.0389605992481999
"8185" 83548 "COG3" 27 0.065112544343507
"8186" 83549 "UCK1" 15 0.0628744419577746
"8187" 83552 "MFRP" 27 0.0121549589041855
"8188" 83590 "TMUB1" 16 0.112902111089884
"8189" 83593 "RASSF5" 65 0.0995477257364972
"8190" 83594 "NUDT12" 18 0.0187834236214963
"8191" 83604 "TMEM47" 14 0.0214682125686307
"8192" 83605 "CCM2" 56 0.0112697847445356
"8193" 83606 "C22orf13" 10 0.119586490895068
"8194" 83607 "AMMECR1L" 9 0.0864858479893825
"8195" 83636 "C19orf12" 25 0.133864757068145
"8196" 83637 "ZMIZ2" 18 0.0748917760429487
"8197" 83638 "C11orf68" 14 0.0944638723400012
"8198" 83641 "FAM107B" 18 0.0984987575227775
"8199" 83642 "SELO" 10 0.0877484704905776
"8200" 83643 "CCDC3" 13 0.114213627221902
"8201" 83648 "FAM167A" 19 0.0567688491230843
"8202" 83658 "DYNLRB1" 36 0.193058348824662
"8203" 83660 "TLN2" 39 0.398936558818157
"8204" 83666 "PARP9" 22 0.139303853723418
"8205" 83667 "SESN2" 45 0.0279300751880185
"8206" 83690 "CRISPLD1" 7 0.10572036727476
"8207" 83692 "CD99L2" 16 0.384624783953193
"8208" 83693 "HSDL1" 10 0.106304183693293
"8209" 83694 "RPS6KL1" 7 0.165267852215324
"8210" 83695 "C12orf32" 16 0.0696957389801446
"8211" 83696 "TRAPPC9" 43 0.0981241687897155
"8212" 83698 "CALN1" 18 0.0907129809520708
"8213" 83699 "SH3BGRL2" 15 0.508610828028329
"8214" 83700 "JAM3" 53 0.0467815275967083
"8215" 83706 "FERMT3" 59 0.259655040119374
"8216" 83707 "TRPT1" 13 0.268661915775965
"8217" 83716 "CRISPLD2" 30 0.00584405543364837
