fromNode	toNode	weight	direction	fromAltName	toAltName
PSMB8|5696	UBE2L6|9246	0.113963331619431	undirected	NA	NA
PSMB8|5696	HCP5|10866	0.101931840541072	undirected	NA	NA
PSMB8|5696	PSMB9|5698	0.155472401085274	undirected	NA	NA
PSMB8|5696	PARP9|83666	0.0683985508094123	undirected	NA	NA
PSMB8|5696	GBP1|2633	0.0696564762205511	undirected	NA	NA
PSMB8|5696	BATF2|116071	0.0864139965989549	undirected	NA	NA
PSMB8|5696	ETV7|51513	0.086985307382941	undirected	NA	NA
PSMB8|5696	FBXO6|26270	0.0617000739827443	undirected	NA	NA
PSMB8|5696	IL15RA|3601	0.0679539973400979	undirected	NA	NA
TAP2|6891	IRF1|3659	0.135446723479214	undirected	NA	NA
TAP2|6891	GBP2|2634	0.0647924631035853	undirected	NA	NA
TAP2|6891	APOL6|80830	0.0608030297279415	undirected	NA	NA
TAP2|6891	PARP14|54625	0.128490753889623	undirected	NA	NA
TAP2|6891	NLRC5|84166	0.0751617483680157	undirected	NA	NA
TAP2|6891	UBE2L6|9246	0.150199144767425	undirected	NA	NA
TAP2|6891	LAP3|51056	0.076771509215734	undirected	NA	NA
TAP2|6891	PSMB9|5698	0.108066762090554	undirected	NA	NA
TAP2|6891	PARP9|83666	0.131056327877424	undirected	NA	NA
TAP2|6891	DTX3L|151636	0.0716460659350728	undirected	NA	NA
TAP2|6891	GBP1|2633	0.128118627698682	undirected	NA	NA
TAP2|6891	GBP4|115361	0.132172806535239	undirected	NA	NA
TAP2|6891	XAF1|54739	0.0608110749997436	undirected	NA	NA
TAP2|6891	APOL2|23780	0.0623338064929031	undirected	NA	NA
TAP2|6891	IFIT3|3437	0.119397049387654	undirected	NA	NA
TAP2|6891	SAMD9L|219285	0.0849297127790883	undirected	NA	NA
TAP2|6891	CXCL10|3627	0.0623578305426582	undirected	NA	NA
TAP2|6891	JAK2|3717	0.0694879494004646	undirected	NA	NA
TAP2|6891	ETV7|51513	0.0866810344817487	undirected	NA	NA
IRF1|3659	GBP2|2634	0.0818477768615129	undirected	NA	NA
IRF1|3659	APOL6|80830	0.0703578248215044	undirected	NA	NA
IRF1|3659	BST2|684	0.0622842797684188	undirected	NA	NA
IRF1|3659	PSMB10|5699	0.0891899126385437	undirected	NA	NA
IRF1|3659	PARP14|54625	0.109882636214911	undirected	NA	NA
IRF1|3659	NLRC5|84166	0.097212104703276	undirected	NA	NA
IRF1|3659	UBE2L6|9246	0.164399868415912	undirected	NA	NA
IRF1|3659	HCP5|10866	0.0868392929146831	undirected	NA	NA
IRF1|3659	LAP3|51056	0.139420183694623	undirected	NA	NA
IRF1|3659	PSMB9|5698	0.167673944673792	undirected	NA	NA
IRF1|3659	PARP9|83666	0.129914521700943	undirected	NA	NA
IRF1|3659	DTX3L|151636	0.110173208530117	undirected	NA	NA
IRF1|3659	TYMP|1890	0.0814826041103776	undirected	NA	NA
IRF1|3659	ISG15|9636	0.0629307643146666	undirected	NA	NA
IRF1|3659	GBP1|2633	0.145704546271173	undirected	NA	NA
IRF1|3659	EPSTI1|94240	0.0613041186811582	undirected	NA	NA
IRF1|3659	IRF9|10379	0.0816677594483707	undirected	NA	NA
IRF1|3659	NUB1|51667	0.0912275062568891	undirected	NA	NA
IRF1|3659	GBP4|115361	0.125751400018181	undirected	NA	NA
IRF1|3659	XAF1|54739	0.0710103679326227	undirected	NA	NA
IRF1|3659	SP100|6672	0.063779959445119	undirected	NA	NA
IRF1|3659	RARRES3|5920	0.114983369521756	undirected	NA	NA
IRF1|3659	BATF2|116071	0.13642203872732	undirected	NA	NA
IRF1|3659	IFI35|3430	0.0992540522589904	undirected	NA	NA
IRF1|3659	APOL2|23780	0.105043462906138	undirected	NA	NA
IRF1|3659	IFIT3|3437	0.117080659946843	undirected	NA	NA
IRF1|3659	SAMD9L|219285	0.0917115077626905	undirected	NA	NA
IRF1|3659	CXCL10|3627	0.12056739976185	undirected	NA	NA
IRF1|3659	IFIH1|64135	0.0737746819729724	undirected	NA	NA
IRF1|3659	TRIM21|6737	0.0814993674166324	undirected	NA	NA
IRF1|3659	NMI|9111	0.101573729020504	undirected	NA	NA
IRF1|3659	IFIT5|24138	0.111484473657037	undirected	NA	NA
IRF1|3659	JAK2|3717	0.0867196571251364	undirected	NA	NA
IRF1|3659	CXCL11|6373	0.0640274792805629	undirected	NA	NA
IRF1|3659	ETV7|51513	0.16352309861104	undirected	NA	NA
IRF1|3659	FBXO6|26270	0.104670533024179	undirected	NA	NA
IRF1|3659	IL15RA|3601	0.126061420673537	undirected	NA	NA
IRF1|3659	CMPK2|129607	0.064182311092323	undirected	NA	NA
IRF1|3659	SP110|3431	0.0797642304173327	undirected	NA	NA
IRF1|3659	USP18|11274	0.069468606013298	undirected	NA	NA
IRF1|3659	IFIT2|3433	0.0806830155243277	undirected	NA	NA
IRF1|3659	IDO1|3620	0.0794953530552718	undirected	NA	NA
GBP2|2634	PARP14|54625	0.0615350588559394	undirected	NA	NA
GBP2|2634	UBE2L6|9246	0.0801999888177401	undirected	NA	NA
GBP2|2634	LAP3|51056	0.0918516489016743	undirected	NA	NA
GBP2|2634	PARP9|83666	0.0740606802950963	undirected	NA	NA
GBP2|2634	DTX3L|151636	0.0617793071068135	undirected	NA	NA
GBP2|2634	TYMP|1890	0.0609484181780182	undirected	NA	NA
GBP2|2634	GBP1|2633	0.0930063552647025	undirected	NA	NA
GBP2|2634	GBP4|115361	0.0807865739562487	undirected	NA	NA
GBP2|2634	APOL2|23780	0.0640675746182259	undirected	NA	NA
GBP2|2634	IFIT3|3437	0.0697072892879105	undirected	NA	NA
GBP2|2634	SAMD9L|219285	0.0707787701697475	undirected	NA	NA
GBP2|2634	CXCL10|3627	0.0600019514019745	undirected	NA	NA
GBP2|2634	IFIT5|24138	0.0703518834629398	undirected	NA	NA
GBP2|2634	JAK2|3717	0.0642191377080827	undirected	NA	NA
GBP2|2634	SP110|3431	0.0613398334975812	undirected	NA	NA
GBP2|2634	IFIT2|3433	0.0642239261386128	undirected	NA	NA
APOL6|80830	PARP14|54625	0.0641523433381136	undirected	NA	NA
APOL6|80830	UBE2L6|9246	0.0634955478711314	undirected	NA	NA
APOL6|80830	LAP3|51056	0.0684481054553732	undirected	NA	NA
APOL6|80830	PARP9|83666	0.0704010496099491	undirected	NA	NA
APOL6|80830	DTX3L|151636	0.075900070782542	undirected	NA	NA
APOL6|80830	GBP1|2633	0.0637763350795311	undirected	NA	NA
BST2|684	PARP14|54625	0.0893567058149198	undirected	NA	NA
BST2|684	MX1|4599	0.0670851601691219	undirected	NA	NA
BST2|684	UBE2L6|9246	0.0970768055303454	undirected	NA	NA
BST2|684	PARP9|83666	0.0900837059382971	undirected	NA	NA
BST2|684	GBP1|2633	0.0652304356065998	undirected	NA	NA
BST2|684	OAS2|4939	0.0825759929568377	undirected	NA	NA
BST2|684	GBP4|115361	0.0622466791714903	undirected	NA	NA
BST2|684	XAF1|54739	0.0917745672409828	undirected	NA	NA
BST2|684	IFIT3|3437	0.105001005462322	undirected	NA	NA
BST2|684	USP18|11274	0.0687563737543987	undirected	NA	NA
BST2|684	IFI44|10561	0.0678533734957026	undirected	NA	NA
BST2|684	IFI44L|10964	0.0604290462606562	undirected	NA	NA
PSMB10|5699	UBE2L6|9246	0.0908946401461217	undirected	NA	NA
PSMB10|5699	PSMB9|5698	0.104389795198104	undirected	NA	NA
PSMB10|5699	RARRES3|5920	0.0637075166785657	undirected	NA	NA
PSMB10|5699	BATF2|116071	0.0799586083137089	undirected	NA	NA
PSMB10|5699	ETV7|51513	0.07431272205469	undirected	NA	NA
PSMB10|5699	FBXO6|26270	0.065572941477282	undirected	NA	NA
PARP14|54625	NLRC5|84166	0.0896719933813367	undirected	NA	NA
PARP14|54625	MX1|4599	0.11887037024651	undirected	NA	NA
PARP14|54625	UBE2L6|9246	0.141188639111356	undirected	NA	NA
PARP14|54625	PML|5371	0.067297778172249	undirected	NA	NA
PARP14|54625	LAP3|51056	0.101785822994834	undirected	NA	NA
PARP14|54625	PSMB9|5698	0.0871202584635289	undirected	NA	NA
PARP14|54625	PARP9|83666	0.145501457041445	undirected	NA	NA
PARP14|54625	DTX3L|151636	0.150206308698039	undirected	NA	NA
PARP14|54625	TYMP|1890	0.0634187360540282	undirected	NA	NA
PARP14|54625	ISG15|9636	0.0853984440440728	undirected	NA	NA
PARP14|54625	GBP1|2633	0.115664746462224	undirected	NA	NA
PARP14|54625	EPSTI1|94240	0.0638008351356923	undirected	NA	NA
PARP14|54625	IRF9|10379	0.096971303229122	undirected	NA	NA
PARP14|54625	OAS2|4939	0.124913548604279	undirected	NA	NA
PARP14|54625	NUB1|51667	0.0602816263434055	undirected	NA	NA
